Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Frequency_Purch_per_year,Subscription_Num,Latitude,Longitude
46,Female,Dress,Clothing,46,Alabama,S,Purple,Spring,2.6,No,Bank Transfer,Store Pickup,No,No,20,Cash,Quarterly,4,0,33.2588817,-86.8295337
48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,PayPal,Standard,No,No,11,Bank Transfer,Annually,1,0,47.3752671,-109.638757
24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,No,No,3,Credit Card,Every 3 Months,4,0,45.9896587,-94.6113288
50,Female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,No,PayPal,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly,26,0,40.2253569,-82.6881395
29,Female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,No,Venmo,2-Day Shipping,No,No,45,Cash,Weekly,52,0,40.7127281,-74.0060152
61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Credit Card,Store Pickup,No,No,31,Venmo,Quarterly,4,0,40.3270127,-86.1746933
34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Cash,Express,No,No,16,PayPal,Bi-Weekly,26,0,38.6920451,-75.4013315
27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,No,No,3,Bank Transfer,Quarterly,4,0,41.6500201,-72.7342163
38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually,1,0,40.7127281,-74.0060152
25,Female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,4,0,33.2588817,-86.8295337
54,Female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,No,No,22,Debit Card,Fortnightly,26,0,42.3788774,-72.032366
53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Annually,1,0,33.6874388,-80.4363743
23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,No,No,5,Venmo,Bi-Weekly,26,0,38.4758406,-80.8408415
19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,No,No,35,PayPal,Bi-Weekly,26,0,37.5726028,-85.1551411
57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,No,27,PayPal,Weekly,52,0,40.0757384,-74.4041622
19,Female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,No,No,9,Venmo,Monthly,12,0,40.7127281,-74.0060152
33,Female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,No,No,21,PayPal,Bi-Weekly,26,0,42.3788774,-72.032366
33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Monthly,12,0,27.7567667,-81.4639835
38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,No,No,3,Debit Card,Bi-Weekly,26,0,43.6211955,-84.6824346
47,Female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,No,No,31,Credit Card,Annually,1,0,43.9792797,-120.737257
39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Annually,1,0,43.6211955,-84.6824346
32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,No,No,20,Venmo,Monthly,12,0,38.8950368,-77.0365427
27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,No,34,Debit Card,Weekly,52,0,64.4459613,-149.680909
67,Female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,No,No,17,Bank Transfer,Every 3 Months,4,0,47.3752671,-109.638757
46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Cash,Express,No,No,20,Venmo,Annually,1,0,34.5802074,-105.996047
36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,46,PayPal,Every 3 Months,4,0,41.6500201,-72.7342163
62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,No,28,PayPal,Annually,1,0,64.4459613,-149.680909
31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Fortnightly,26,0,40.2253569,-82.6881395
68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly,26,0,47.3752671,-109.638757
57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,No,No,41,Bank Transfer,Monthly,12,0,41.7370229,-99.5873816
22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Annually,1,0,34.9550817,-97.2684063
26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly,12,0,37.5726028,-85.1551411
43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Cash,Express,No,No,25,Venmo,Quarterly,4,0,43.6447642,-114.015407
45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Weekly,52,0,39.5162401,-76.9382069
64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Annually,1,0,35.7730076,-86.2820081
28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly,52,0,43.6211955,-84.6824346
47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5.0,No,PayPal,Free Shipping,No,No,28,Cash,Bi-Weekly,26,0,35.7730076,-86.2820081
53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,26,0,41.7962409,-71.5992372
42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,No,No,3,Debit Card,Annually,1,0,27.7567667,-81.4639835
51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,20,Cash,Weekly,52,0,30.8703881,-92.007126
62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,No,No,3,Bank Transfer,Bi-Weekly,26,0,35.2048883,-92.4479108
18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,No,No,32,Bank Transfer,Fortnightly,26,0,37.5726028,-85.1551411
48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,No,35,Cash,Monthly,12,0,38.27312,-98.5821872
20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Monthly,12,0,44.5990718,-72.5002608
32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Annually,1,0,39.5158825,-116.853722
26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Fortnightly,26,0,34.9550817,-97.2684063
31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly,26,0,33.2588817,-86.8295337
55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Cash,Store Pickup,No,No,15,PayPal,Bi-Weekly,26,0,30.8703881,-92.007126
49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Annually,1,0,40.2253569,-82.6881395
42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Monthly,12,0,31.2638905,-98.5456116
64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3.0,No,Bank Transfer,Express,No,No,29,Cash,Fortnightly,26,0,39.5162401,-76.9382069
68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,PayPal,Standard,No,No,24,Venmo,Quarterly,4,0,38.4758406,-80.8408415
68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,No,21,PayPal,Annually,1,0,40.2253569,-82.6881395
41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Credit Card,Express,No,No,5,Bank Transfer,Bi-Weekly,26,0,40.3270127,-86.1746933
51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Venmo,Standard,No,No,47,Cash,Quarterly,4,0,43.1700264,-107.568534
44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Every 3 Months,4,0,43.6211955,-84.6824346
27,Female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,No,Debit Card,2-Day Shipping,No,No,45,PayPal,Fortnightly,26,0,45.709097,-68.8590201
36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Debit Card,Next Day Air,No,No,12,PayPal,Annually,1,0,39.4225192,-111.714358
19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Bank Transfer,Standard,No,No,31,Debit Card,Weekly,52,0,41.9216734,-93.3122705
49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Debit Card,Standard,No,No,43,Bank Transfer,Annually,1,0,39.5162401,-76.9382069
18,Female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Annually,1,0,31.2638905,-98.5456116
36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Quarterly,4,0,40.2253569,-82.6881395
36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Bank Transfer,Store Pickup,No,No,12,Cash,Annually,1,0,47.6201461,-100.540737
19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Cash,Free Shipping,No,No,31,Cash,Bi-Weekly,26,0,38.4758406,-80.8408415
43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Cash,Store Pickup,No,No,31,Cash,Bi-Weekly,26,0,35.6729639,-79.0392919
31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Weekly,52,0,32.3293809,-83.1137366
63,Female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Credit Card,Express,No,No,11,Cash,Weekly,52,0,38.27312,-98.5821872
41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Monthly,12,0,45.709097,-68.8590201
48,Female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Debit Card,Express,No,No,9,Cash,Quarterly,4,0,33.6874388,-80.4363743
68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Credit Card,Free Shipping,No,No,11,Cash,Weekly,52,0,33.6874388,-80.4363743
53,Female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Bi-Weekly,26,0,37.5726028,-85.1551411
36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,PayPal,Store Pickup,No,No,42,PayPal,Quarterly,4,0,34.395342,-111.763275
46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,No,41,Cash,Monthly,12,0,40.7127281,-74.0060152
21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Cash,Free Shipping,No,No,45,PayPal,Monthly,12,0,43.4849133,-71.6553992
52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Credit Card,Store Pickup,No,No,41,Debit Card,Bi-Weekly,26,0,40.2253569,-82.6881395
66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,No,35,Debit Card,Weekly,52,0,19.593801499999998,-155.42837009716908
19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,No,21,Credit Card,Every 3 Months,4,0,31.2638905,-98.5456116
44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,No,13,Credit Card,Bi-Weekly,26,0,40.0796606,-89.4337288
50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,No,23,Debit Card,Fortnightly,26,0,42.3788774,-72.032366
51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,No,6,PayPal,Weekly,52,0,35.6729639,-79.0392919
25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Debit Card,Store Pickup,No,No,39,Bank Transfer,Annually,1,0,38.4758406,-80.8408415
62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,No,7,Cash,Quarterly,4,0,38.6920451,-75.4013315
48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,No,32,PayPal,Every 3 Months,4,0,43.6447642,-114.015407
62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Venmo,Store Pickup,No,No,43,Credit Card,Quarterly,4,0,43.9792797,-120.737257
22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,No,15,Cash,Monthly,12,0,45.709097,-68.8590201
48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,PayPal,Standard,No,No,48,Bank Transfer,Annually,1,0,44.6471761,-100.348761
48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly,52,0,34.5802074,-105.996047
62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,No,41,PayPal,Quarterly,4,0,38.8950368,-77.0365427
24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,No,14,Cash,Weekly,52,0,32.3293809,-83.1137366
39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Cash,Free Shipping,No,No,22,PayPal,Monthly,12,0,43.6447642,-114.015407
35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,PayPal,Store Pickup,No,No,16,Venmo,Every 3 Months,4,0,38.7251776,-105.607716
47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,PayPal,Standard,No,No,2,Bank Transfer,Bi-Weekly,26,0,37.5726028,-85.1551411
22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Bank Transfer,Next Day Air,No,No,13,PayPal,Every 3 Months,4,0,40.0757384,-74.4041622
38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,No,38,Debit Card,Fortnightly,26,0,43.9792797,-120.737257
53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Weekly,52,0,41.7370229,-99.5873816
31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,26,Bank Transfer,Quarterly,4,0,42.3788774,-72.032366
31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,39,Cash,Weekly,52,0,41.7370229,-99.5873816
65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,50,Venmo,Monthly,12,0,19.593801499999998,-155.42837009716908
48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,Cash,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months,4,0,40.3270127,-86.1746933
18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,No,12,Cash,Fortnightly,26,0,40.0796606,-89.4337288
46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,33,Credit Card,Every 3 Months,4,0,38.7251776,-105.607716
52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,No,49,Bank Transfer,Weekly,52,0,40.9699889,-77.7278831
50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,No,43,Venmo,Bi-Weekly,26,0,40.2253569,-82.6881395
49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,14,Venmo,Monthly,12,0,40.9699889,-77.7278831
69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,Venmo,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,4,0,32.9715285,-89.7348497
36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,31,Debit Card,Quarterly,4,0,37.5726028,-85.1551411
30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly,26,0,64.4459613,-149.680909
25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Venmo,Express,No,No,32,Cash,Monthly,12,0,32.3293809,-83.1137366
19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,PayPal,Next Day Air,No,No,16,Debit Card,Bi-Weekly,26,0,44.6471761,-100.348761
34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Venmo,Free Shipping,No,No,38,PayPal,Bi-Weekly,26,0,33.6874388,-80.4363743
29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,No,34,Debit Card,Every 3 Months,4,0,35.7730076,-86.2820081
50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,30,PayPal,Quarterly,4,0,38.7251776,-105.607716
31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,No,14,Bank Transfer,Fortnightly,26,0,44.4308975,-89.6884637
41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,PayPal,Express,No,No,33,Bank Transfer,Monthly,12,0,32.3293809,-83.1137366
52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Credit Card,Store Pickup,No,No,35,Venmo,Weekly,52,0,39.5162401,-76.9382069
27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,13,Cash,Quarterly,4,0,40.0757384,-74.4041622
49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,PayPal,Standard,No,No,30,Cash,Fortnightly,26,0,39.5158825,-116.853722
69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,No,30,Credit Card,Monthly,12,0,43.6211955,-84.6824346
45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,PayPal,Standard,No,No,47,Bank Transfer,Annually,1,0,43.1700264,-107.568534
20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,No,1,PayPal,Every 3 Months,4,0,42.3788774,-72.032366
25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly,52,0,38.8950368,-77.0365427
38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Cash,Free Shipping,No,No,33,PayPal,Annually,1,0,45.709097,-68.8590201
55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,No,43,Bank Transfer,Weekly,52,0,47.3752671,-109.638757
62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Bank Transfer,Express,No,No,37,PayPal,Weekly,52,0,34.9550817,-97.2684063
54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,23,Cash,Quarterly,4,0,47.6201461,-100.540737
61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,No,12,Credit Card,Annually,1,0,41.6500201,-72.7342163
50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Venmo,Standard,No,No,30,Venmo,Fortnightly,26,0,31.2638905,-98.5456116
65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Venmo,Express,No,No,7,Cash,Weekly,52,0,38.6920451,-75.4013315
68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Bank Transfer,Express,No,No,20,Debit Card,Monthly,12,0,32.9715285,-89.7348497
55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Venmo,Express,No,No,10,Venmo,Monthly,12,0,45.9896587,-94.6113288
57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Venmo,Standard,No,No,40,Credit Card,Every 3 Months,4,0,32.3293809,-83.1137366
56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Venmo,Monthly,12,0,41.9216734,-93.3122705
29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Venmo,Express,No,No,17,Credit Card,Bi-Weekly,26,0,40.7127281,-74.0060152
24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Weekly,52,0,39.5158825,-116.853722
59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Cash,Next Day Air,No,No,22,PayPal,Annually,1,0,37.1232245,-78.4927721
62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Bank Transfer,Express,No,No,5,Venmo,Weekly,52,0,43.6447642,-114.015407
58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Credit Card,Standard,No,No,18,PayPal,Every 3 Months,4,0,38.7251776,-105.607716
64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,PayPal,2-Day Shipping,No,No,42,Cash,Every 3 Months,4,0,44.4308975,-89.6884637
48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,Venmo,2-Day Shipping,No,No,22,Debit Card,Annually,1,0,41.6500201,-72.7342163
60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Bank Transfer,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly,26,0,38.27312,-98.5821872
52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Debit Card,Standard,No,No,23,Credit Card,Annually,1,0,40.9699889,-77.7278831
63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Venmo,Standard,No,No,47,Debit Card,Fortnightly,26,0,39.4225192,-111.714358
44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,Credit Card,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,26,0,43.9792797,-120.737257
63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Venmo,Standard,No,No,32,Cash,Weekly,52,0,38.4758406,-80.8408415
66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Credit Card,Store Pickup,No,No,20,Venmo,Weekly,52,0,47.3752671,-109.638757
22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Credit Card,Next Day Air,No,No,3,PayPal,Quarterly,4,0,37.5726028,-85.1551411
62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Cash,Free Shipping,No,No,32,Bank Transfer,Weekly,52,0,45.9896587,-94.6113288
39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly,26,0,30.8703881,-92.007126
25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,PayPal,Next Day Air,No,No,45,Cash,Quarterly,4,0,38.6920451,-75.4013315
70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Bank Transfer,Express,No,No,43,Cash,Bi-Weekly,26,0,34.395342,-111.763275
52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,PayPal,Next Day Air,No,No,1,PayPal,Every 3 Months,4,0,39.5158825,-116.853722
68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Credit Card,Standard,No,No,9,Venmo,Quarterly,4,0,64.4459613,-149.680909
18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Debit Card,Next Day Air,No,No,13,Venmo,Every 3 Months,4,0,39.4225192,-111.714358
18,Female,Socks,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Cash,Express,No,No,5,Credit Card,Annually,1,0,38.27312,-98.5821872
63,Female,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Cash,Standard,No,No,39,Credit Card,Fortnightly,26,0,35.6729639,-79.0392919
47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,PayPal,Free Shipping,No,No,7,Bank Transfer,Weekly,52,0,39.5162401,-76.9382069
43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Credit Card,Standard,No,No,8,Credit Card,Every 3 Months,4,0,45.709097,-68.8590201
60,Female,Gloves,Accessories,38,Illinois,S,Brown,Summer,4.4,No,PayPal,Free Shipping,No,No,40,Venmo,Annually,1,0,40.0796606,-89.4337288
49,Female,Handbag,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Cash,Store Pickup,No,No,35,PayPal,Monthly,12,0,40.9699889,-77.7278831
28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Credit Card,Next Day Air,No,No,14,Venmo,Monthly,12,0,64.4459613,-149.680909
32,Female,Scarf,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Venmo,Next Day Air,No,No,26,Credit Card,Monthly,12,0,34.5802074,-105.996047
29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Cash,Next Day Air,No,No,14,PayPal,Quarterly,4,0,35.2048883,-92.4479108
35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly,26,0,64.4459613,-149.680909
